,pl_name,hostname,default_flag,sy_pnum,discoverymethod,disc_year,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_bmasse,pl_bmassprov,pl_eqt,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,pl_pubdate,releasedate
1315,HD 125612 b,HD 125612,1,3,Radial Velocity,2007,W. M. Keck Observatory,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,557.04,0.35,-0.35,,985.273,Msini,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G3 V,5841,1.05,1.11,0.22,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.6207,8.31,0.03,-0.03,6.838,0.026,-0.026,8.1559,0.000537,-0.000537,2018-11,9/27/2018
1319,HD 125612 c,HD 125612,1,3,Radial Velocity,2009,La Silla Observatory,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,4.15514,0.00026,-0.00026,,17.48065,Msini,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G3 V,5841,1.05,1.11,0.22,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.6207,8.31,0.03,-0.03,6.838,0.026,-0.026,8.1559,0.000537,-0.000537,2018-11,9/27/2018
1322,HD 125612 d,HD 125612,1,3,Radial Velocity,2009,La Silla Observatory,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,2835,7.9,-7.9,,2313.8024,Msini,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G3 V,5841,1.05,1.11,0.22,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147,57.6207,8.31,0.03,-0.03,6.838,0.026,-0.026,8.1559,0.000537,-0.000537,2018-11,9/27/2018
1325,HD 126525 b,HD 126525,1,1,Radial Velocity,2018,La Silla Observatory,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,960.41,6.19,-6.33,,75.32571,Msini,,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5638,0.98,0.9,-0.1,[Fe/H],4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h27m32.46s,216.8852514,-51d55m58.48s,-51.9329118,37.6506,7.85,0.03,-0.03,6.215,0.023,-0.023,7.66978,0.000375,-0.000375,2018-08,6/27/2019
1327,HD 12661 b,HD 12661,1,2,Radial Velocity,2000,Multiple Observatories,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,262.70862,0.083,-0.083,,772.3269,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5645,1.2,1.2,0.36,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,37.8478,7.43,0.03,-0.03,5.861,0.024,-0.024,7.24746,0.00037,-0.00037,2017-03,9/6/2018
1333,HD 12661 c,HD 12661,1,2,Radial Velocity,2002,Multiple Observatories,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,1708,14,-14,,575.884,Msini,,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,,5748,1.11,1.02,0.36,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632,37.8478,7.43,0.03,-0.03,5.861,0.024,-0.024,7.24746,0.00037,-0.00037,2014-11,11/19/2014
1336,HD 126614 b,HD 126614,1,1,Radial Velocity,2009,W. M. Keck Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1244,17,-17,,130.3103,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5568,1.32,1.26,0.54,[Fe/H],4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h26m48.12s,216.7005171,-05d10m42.27s,-5.1784093,73.0961,8.81,0.03,-0.03,7.06,0.036,-0.036,8.61907,0.000287,-0.000287,2017-03,9/6/2018
1343,HD 128311 b,HD 128311,1,2,Radial Velocity,2002,W. M. Keck Observatory,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,453.019,0.404,-0.404,,562.24127,Msini,,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,,,0.76,0.83,,,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292,7.48,0.03,-0.03,5.142,0.017,-0.017,7.16719,0.000537,-0.000537,2014-11,6/25/2015
1345,HD 128311 c,HD 128311,1,2,Radial Velocity,2005,W. M. Keck Observatory,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,921.538,1.15,-1.15,,1204.25787,Mass,,<a refstr=MCARTHUR_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...41M/abstract target=ref>McArthur et al. 2014</a>,,,0.76,0.83,,,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368,16.3292,7.48,0.03,-0.03,5.142,0.017,-0.017,7.16719,0.000537,-0.000537,2014-11,6/25/2015
1350,HD 128356 b,HD 128356,1,1,Radial Velocity,2016,Multiple Observatories,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,298.2,1.6,-1.6,,282.8687,Msini,,<a refstr=JENKINS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466..443J/abstract target=ref>Jenkins et al. 2017</a>,K3 V,4875,0.85,0.65,0.17,[Fe/H],4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h37m04.87s,219.2702793,-25d48m11.42s,-25.8031728,26.1548,8.2411,0.0459,-0.0459,,,,7.97745,0.000452,-0.000452,2017-04,11/10/2016
1351,HD 129445 b,HD 129445,1,1,Radial Velocity,2009,Las Campanas Observatory,<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>,1840,55,-55,,508.507,Msini,,<a refstr=ARRIAGADA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...711.1229A/abstract target=ref> Arriagada et al. 2010 </a>,G6 V,,,0.99,0.25,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h46m02.50s,221.5104196,-68d45m46.76s,-68.7629901,67.4386,8.8,0.03,-0.03,7.167,0.026,-0.026,8.6178,0.000189,-0.000189,2010-03,1/31/2019
1354,HD 130322 b,HD 130322,1,1,Radial Velocity,1999,La Silla Observatory,<a refstr=HINKEL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....8H/abstract target=ref>Hinkel et al. 2015</a>,10.70871,0.00018,-0.00018,,365.49,Msini,,<a refstr=HINKEL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....8H/abstract target=ref>Hinkel et al. 2015</a>,,5387,0.85,0.92,,,4.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h47m32.59s,221.8857975,-00d16m55.48s,-0.2820782,31.8766,8.04,0.03,-0.03,6.234,0.023,-0.023,7.83448,0.000623,-0.000623,2015-04,2/19/2015
1360,HD 131664 b,HD 131664,1,1,Radial Velocity,2008,La Silla Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1951,41,-41,,6076.9096,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5892,1.08,1.19,0.3,[Fe/H],4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h00m06.11s,225.0254554,-73d32m06.84s,-73.5352345,52.8128,8.13,0.03,-0.03,6.647,0.02,-0.02,7.96631,0.000255,-0.000255,2017-03,9/6/2018
1365,HD 132406 b,HD 132406,1,1,Radial Velocity,2007,Haute-Provence Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,974,39,-39,,1709.9254,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5783,1.34,1.03,0.14,[Fe/H],4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615,70.7832,8.45,0.03,-0.03,6.87,0.017,-0.017,8.28075,0.000227,-0.000227,2017-03,9/6/2018
1367,HD 133131 A b,HD 133131 A,1,3,Radial Velocity,2016,Las Campanas Observatory,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,649,3,-3,,451.3186,Msini,,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,G2 V,5799,,0.95,-0.306,[Fe/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.4736,7.66,0.03,-0.03,6.895,0.02,-0.02,8.27532,0.000345,-0.000345,2016-12,9/8/2016
1368,HD 133131 A c,HD 133131 A,1,3,Radial Velocity,2016,Las Campanas Observatory,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,3568,1084,-1084,,133.4886,Msini,,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,G2 V,5799,,0.95,-0.306,[Fe/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369,51.4736,7.66,0.03,-0.03,6.895,0.02,-0.02,8.27532,0.000345,-0.000345,2016-12,9/8/2016
1369,HD 133131 B b,HD 133131 B,1,3,Radial Velocity,2016,Las Campanas Observatory,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,5769,831,-831,,794.575,Msini,,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,G2 V,5805,,0.93,-0.281,[Fe/H],4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947,51.2993,8.413,0.002,-0.002,6.896,0.026,-0.026,8.25674,0.000513,-0.000513,2016-12,9/8/2016
1370,HD 134060 b,HD 134060,1,2,Radial Velocity,2019,La Silla Observatory,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,3.2696,0.0001,-0.0001,,10.1,Msini,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G3 IV,5966,,1.09,0.14,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,24.0125,6.29,0.03,-0.03,4.836,0.026,-0.026,6.13951,0.0005419,-0.0005419,2019-02,2/7/2019
1371,HD 134060 c,HD 134060,1,2,Radial Velocity,2019,La Silla Observatory,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,1291.5646,48.0333,-44.2197,,29.29,Msini,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,G3 IV,5966,,1.09,0.14,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747,24.0125,6.29,0.03,-0.03,4.836,0.026,-0.026,6.13951,0.0005419,-0.0005419,2019-02,2/7/2019
1375,HD 134987 b,HD 134987,1,2,Radial Velocity,1999,W. M. Keck Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,258.17999,0.07,-0.07,,511.7063,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5736,1.22,1.1,0.28,[Fe/H],4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,26.1804,6.47,0.03,-0.03,4.882,0.016,-0.016,6.28994,0.0004336,-0.0004336,2017-03,9/6/2018
1378,HD 134987 c,HD 134987,1,2,Radial Velocity,2009,Multiple Observatories,<a refstr=JONES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403.1703J/abstract target=ref> Jones et al. 2010 </a>,5000,400,-400,,260,Msini,,<a refstr=JONES_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403.1703J/abstract target=ref> Jones et al. 2010 </a>,G5 V,5585,1.25,1.1,0.28,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721,26.1804,6.47,0.03,-0.03,4.882,0.016,-0.016,6.28994,0.0004336,-0.0004336,2010-04,1/31/2019
1380,HD 136352 b,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,11.57797,8.00E-05,-0.00013,1.664,4.72,Mass,905,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.06,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2021-06,8/9/2021
1382,HD 136352 c,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,27.59221,0.00011,-0.00011,2.916,11.24,Mass,677,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.06,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2021-06,8/9/2021
1387,HD 136352 d,HD 136352,1,3,Radial Velocity,2019,La Silla Observatory,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,107.245,0.05,-0.05,2.562,8.82,Mass,431,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664,1.06,0.87,-0.24,[M/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.682,5.65,0.03,-0.03,4.159,0.036,-0.036,5.48495,0.0015675,-0.0015675,2021-06,8/9/2021
1390,HD 136925 b,HD 136925,1,1,Radial Velocity,2021,Multiple Observatories,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,4540,160,-140,,266.97586,Msini,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5773.19,1.19,0.88,-0.217,[Fe/H],4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h22m51.78s,230.7157509,+13d21m58.72s,13.3663117,47.874,7.91433,0.023,-0.023,6.359,0.026,-0.026,7.74447,0.000361,-0.000361,2021-05,9/20/2021
1391,HD 137388 b,HD 137388,1,1,Radial Velocity,2011,La Silla Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,330,3,-3,,63.566,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5181,0.88,0.68,0.19,[Fe/H],4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h35m39.62s,233.915082,-80d12m15.90s,-80.2044169,40.4841,8.71,0.03,-0.03,6.763,0.023,-0.023,8.47996,0.000282,-0.000282,2017-03,9/6/2018
1395,HD 13808 b,HD 13808,1,2,Radial Velocity,2021,La Silla Observatory,<a refstr=AHRER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..407A/abstract target=ref>Ahrer et al. 2021</a>,14.1815,0.0015,-0.0015,,11.2,Msini,,<a refstr=AHRER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..407A/abstract target=ref>Ahrer et al. 2021</a>,K2 V,5035,0.78,0.77,-0.21,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.2305,8.36,0.03,-0.03,6.25,0.024,-0.024,8.11006,0.000272,-0.000272,2021-02,3/4/2021
1396,HD 13808 c,HD 13808,1,2,Radial Velocity,2021,La Silla Observatory,<a refstr=AHRER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..407A/abstract target=ref>Ahrer et al. 2021</a>,53.753,0.05,-0.082,,9.96,Msini,,<a refstr=AHRER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..407A/abstract target=ref>Ahrer et al. 2021</a>,K2 V,5035,0.78,0.77,-0.21,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591,28.2305,8.36,0.03,-0.03,6.25,0.024,-0.024,8.11006,0.000272,-0.000272,2021-02,3/4/2021
1397,HD 13908 b,HD 13908,1,2,Radial Velocity,2013,Haute-Provence Observatory,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,19.382,0.006,-0.006,,274.91,Msini,,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,F8 V,6255,1.67,1.29,0.01,[Fe/H],4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,7.52,0.03,-0.03,6.21,0.021,-0.021,7.3845,0.000201,-0.000201,2014-03,5/14/2014
1398,HD 13908 c,HD 13908,1,2,Radial Velocity,2013,Haute-Provence Observatory,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,931,17,-17,,1630.4,Msini,,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,F8 V,6255,1.67,1.29,0.01,[Fe/H],4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,7.52,0.03,-0.03,6.21,0.021,-0.021,7.3845,0.000201,-0.000201,2014-03,5/14/2014
1399,HD 13931 b,HD 13931,1,1,Radial Velocity,2009,W. M. Keck Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4218,390,-390,,699.226,Msini,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5867,1.25,1.3,0.05,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h16m47.52s,34.1979991,+43d46m19.94s,43.7722065,47.3963,7.61,0.03,-0.03,6.139,0.029,-0.029,7.45464,0.000343,-0.000343,2017-03,9/6/2018
1406,HD 1397 b,HD 1397,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533,0.00079,-0.0008,11.5,131.89945,Mass,1228,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,,5521,2.34,1.32,0.29,[Fe/H],3.82,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702,7.79,0.03,-0.03,5.988,0.018,-0.018,7.59336,0.000278,-0.000278,2019-03,7/25/2019
1409,HD 141004 b,HD 141004,1,1,Radial Velocity,2021,Multiple Observatories,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,15.5083,0.0016,-0.0018,,13.63484,Msini,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5885.38,1.39,1.05,0.025,[Fe/H],4.17,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m26.38s,236.6099205,+07d21m09.97s,7.3527684,11.8148,4.4154,0.023,-0.023,2.989,0.23,-0.23,4.27965,0.0062141,-0.0062141,2021-05,9/20/2021
